﻿AREA DE SALUD;NOMBRE PAC;NOMBRE DE CENTRO DE GUARDIA;HORARIO;Codigo Zona;ZONA BASICA DE SALUD;UBICACIÓN;DIRECCION;LOCALIDAD;CODPOSTAL;MUNICIPIO;PROVINCIA;COORDENADAS;Column 14
Ávila;BARCO DE AVILA EL;;15-8h laborables y 8-8 h SDF;170108;El Barco de Ávila;Centro Salud Barco De Ávila;C/ De Las Eras, S/N.;Barco De Ávila (El);05600;Barco de Ávila, El;Ávila;40.3574477, -5.5200847;
Ávila;AVILA RURAL;;15-8h laborables y 8-8 h SDF;170105;Ávila Rural;Centro Salud Ávila Rural;C/ Santa Fé Esquina Madrigal, S/N;Ávila;05003;Ávila;Ávila;40.6505777, -4.684595700000001;
Ávila;GREDOS;;15-8h laborables y 8-8 h SDF;170113;Gredos;Centro Salud Gredos;C/ Las Mozas, S/N;Navarredonda De Gredos;05635;Navarredonda de Gredos;Ávila;40.3615876, -5.1312498;
Ávila;INTEGRADO AVILA;;15-8h laborables y 8-8 h SDF;170103;Ávila Estacion;Centro De Especialidades Periféricas;C/ Cuartel De La Montaña, Nº 13;Ávila;05001;Ávila;Ávila;40.65661230000001, -4.6854968;
Ávila;INTEGRADO AVILA;;15-8h laborables y 8-8 h SDF;170104;Ávila Norte;Centro De Especialidades Periféricas;C/ Cuartel De La Montaña, Nº 13;Ávila;05001;Ávila;Ávila;40.65661230000001, -4.6854968;
Ávila;CANDELEDA;;15-8h laborables y 8-8 h SDF;170110;Candeleda;Centro Salud Candeleda;C/ Chilla, S/N;Candeleda;05480;Candeleda;Ávila;40.1537804, -5.2441615;
Ávila;BURGOHONDO;;15-8h laborables y 8-8 h SDF;170109;Burgohondo;Centro Salud Burgohondo;Plaza Mayor, S/N;Burgohondo;05113;Burgohondo;Ávila;40.4145268, -4.7856637;
Ávila;CEBREROS;;15-8h laborables y 8-8 h SDF;170111;Cebreros;Centro Salud Cebreros;Plaza De La Constitución, S/N.;Cebreros;05260;Cebreros;Ávila;40.459323, -4.4642354;
Ávila;MOMBELTRAN;;15-8h laborables y 8-8 h SDF;170116;Mombeltran;Centro Salud Mombeltran;C/ Jose Manuel Fernandez Santiago, S/N;Mombeltrán;05410;Mombeltrán;Ávila;40.2585881, -5.016031600000001;
Ávila;PIEDRAHITA;;15-8h laborables y 8-8 h SDF;170117;Piedrahíta;Centro Salud Piedrahíta;Plaza Nueva De La Villa, S/N;Piedrahíta;05500;Piedrahíta;Ávila;40.46252399999999, -5.326505699999999;
Ávila;INTEGRADO AVILA;;15-8h laborables y 8-8 h SDF;170107;Ávila Sur Oeste;Centro De Especialidades Periféricas;C/ Cuartel De La Montaña, Nº 13;Ávila;05001;Ávila;Ávila;40.65661230000001, -4.6854968;
Ávila;INTEGRADO AVILA;;15-8h laborables y 8-8 h SDF;170122;Ávila Sur Este;Centro De Especialidades Periféricas;C/ Cuartel De La Montaña, Nº 13;Ávila;05001;Ávila;Ávila;40.65661230000001, -4.6854968;
Ávila;MUÑICO;;15-8h laborables y 8-8 h SDF;170121;Muñico;Centro Salud Muñico;C/ De La Salud, S/N.;Muñico;05144;Muñico;Ávila;40.7072854, -5.0279986;
Ávila;ARENAS DE SAN PEDRO;;15-8h laborables y 8-8 h SDF;170101;Arenas De San Pedro;Centro Salud Arenas De San Pedro;C/ Pintor Martínez Vazquez, Nº 21;Arenas De San Pedro;05400;Arenas de San Pedro;Ávila;40.2118076, -5.0853364;
Ávila;AREVALO;;15-8h laborables y 8-8 h SDF;170102;Arevalo;Centro Salud Arévalo;Avda. Emilio Romero, S/N.;Arévalo;05200;Arévalo;Ávila;41.0549828, -4.7135016;
Ávila;LANZAHITA;;15-8h laborables y 8-8 h SDF;170106;Lanzahita;Centro Salud Lanzahíta;C/ Felipe Velasco, S/N;Lanzahíta;05490;Lanzahíta;Ávila;40.204475, -4.9371192;
Ávila;MADRIGAL DE LAS ALTAS TORRES;;15-8h laborables y 8-8 h SDF;170115;Madrigal De Las Altas Torres;Centro Salud Madrigal De Las Altas Torres;C/ Isabel La Catolica, S/N;Madrigal De Las Altas Torres;05220;Madrigal de las Altas Torres;Ávila;41.0880963, -4.9957425;
Ávila;NAVAS DEL MARQUES LAS;;15-8h laborables y 8-8 h SDF;170114;Las Navas del Marqués;Centro Salud Las Navas Del Marqués;Tsia. Grupo Escolar, Nº 10;Las Navas Del Marqués;05230;Navas del Marqués, Las;Ávila;40.6057673, -4.3328331;
Ávila;FONTIVEROS;;15-8h laborables y 8-8 h SDF;170112;Fontiveros;Centro Salud Fontiveros;Paseo Chico, Nº 1;Fontiveros;05310;Fontiveros;Ávila;40.92827520000001, -4.963254399999999;
Ávila;MUÑANA;;15-8h laborables y 8-8 h SDF;170120;Muñana;Centro Salud Muñana;C/ Cantarranas, S/N;Muñana;05540;Muñana;Ávila;40.5905737, -5.015191800000001;
Ávila;SAN PEDRO DEL ARROYO;;15-8h laborables y 8-8 h SDF;170118;San Pedro Del Arroyo;Centro Salud San Pedro Del Arroyo;Ctra. Villaflor, S/N.;San Pedro Del Arroyo;05350;San Pedro del Arroyo;Ávila;40.8011256, -4.869119100000001;
Ávila;SOTILLO DE LA ADRADA;;15-8h laborables y 8-8 h SDF;170119;Sotillo de La Adrada;Centro Salud Sotillo De La Adrada;Plaza De La Concordia, S/N;Sotillo de La Adrada;05420;Sotillo de la Adrada;Ávila;40.2934875, -4.5836429;
Ávila;;EL BARRACO;15-8h laborables y 8-8 h SDF;170105;Ávila Rural;CONSULTORIO LOCAL EL BARRACO;CL LA VIRGEN, Nº 1;BARRACO (EL);05110;Barraco, El;ÁVILA;40.475155, -4.6410652;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170213;Gamonal Iii - Las Torres;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170236;Casa la Vega;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;VALLE DE MENA;;15-8h laborables y 8-8 h SDF;170234;Valle de Mena;Centro Salud Villasana De Mena;C/ Nocedera, S/N;Villasana de Mena;09580;Valle de Mena;Burgos;43.09913479999999, -3.2827556;
Burgos;VALLE DE VALDEBEZANA;;15-8h laborables y 8-8 h SDF;170232;Valle de Valdebezana;Centro Salud Soncillo;Avda. Rguez. Valcarcel, S/N;Soncillo;09572;Valle de Valdebezana;Burgos;42.9675872, -3.7827032;
Burgos;MIRANDA;;15-8h laborables y 8-8 h SDF;170221;Miranda Este;Centro Salud Miranda Este;C/Ciudad De Vierzón, Nº 11;Miranda De Ebro;09200;Miranda de Ebro;Burgos;42.6839565, -2.9416152;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170206;Burgos Centro A - Cristobal Acosta;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;SEDANO;;15-8h laborables y 8-8 h SDF;170229;Sedano;Centro Salud Sedano;C/ Las Eras, S/N;Sedano;09142;Valle de Sedano;Burgos;42.7129335, -3.7484128;
Burgos;VALLE DE LOSA;;15-8h laborables y 8-8 h SDF;170230;Valle de Losa;Centro Salud Quincoces De Yuso;Barrio De San Pedro, S/N;Quincoces de Yuso;09510;Valle de Losa;Burgos;42.9897321, -3.2444118;
Burgos;ARANDA;;15-8h laborables y 8-8 h SDF;170202;Aranda de Duero Rural;Centro Salud Aranda Sur;C/ Burgo De Osma, Nº 53;Aranda De Duero;09400;Aranda de Duero;Burgos;41.666311, -3.6876176;
Burgos;BURGOS RURAL NORTE SUR;;15-8h laborables y 8-8 h SDF;170208;Burgos Rural Norte;Centro Salud Burgos Rural Sur;C/ Luis Cernuda, Nº 1-11;Burgos;09006;Burgos;Burgos;42.3530842, -3.6806559;
Burgos;ESPINOSA DE LOS MONTEROS;;15-8h laborables y 8-8 h SDF;170211;Espinosa De Los Monteros;Centro Salud Espinosa De Los Monteros;C/ El Progreso, S/N;Espinosa De Los Monteros;09560;Espinosa de los Monteros;Burgos;43.0754869, -3.5492981;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170207;Burgos Centro B - I. Lopez Saiz;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170237;Las Huelgas;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;BELORADO;;15-8h laborables y 8-8 h SDF;170204;Belorado;Centro Salud Belorado;C/ Las Cercas, Nº 2;Belorado;09250;Belorado;Burgos;42.4199531, -3.190815;
Burgos;MELGAR DE FERNAMENTAL;;15-8h laborables y 8-8 h SDF;170220;Melgar De Fernamental;Centro Salud Melgar De Fernamental;C/ Cruz De La Ribera, S/N;Melgar De Fernamental;09100;Melgar de Fernamental;Burgos;42.4038866, -4.2478389;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170217;Comuneros Los;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170228;Santa Clara;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;BURGOS RURAL NORTE SUR;;15-8h laborables y 8-8 h SDF;170209;Burgos Rural Sur;Centro Salud Burgos Rural Sur;C/ Luis Cernuda, Nº 1-11;Burgos;09006;Burgos;Burgos;42.3530842, -3.6806559;
Burgos;MEDINA DE POMAR;;15-8h laborables y 8-8 h SDF;170219;Medina De Pomar;Centro Salud Medina De Pomar;Avda. Santander, Nº 1;Medina De Pomar;09500;Medina de Pomar;Burgos;42.9323003, -3.4878597;
Burgos;PAMPLIEGA;;15-8h laborables y 8-8 h SDF;170223;Pampliega;Centro Salud Pampliega;C/ Las Eras, S/N;Pampliega;09220;Pampliega;Burgos;42.2045785, -3.9861374;
Burgos;VILLARCAYO DE MERINDAD DE CASTILLA LA;;15-8h laborables y 8-8 h SDF;170235;Villarcayo de Merindad De Castilla La;Centro Salud Villarcayo;Complejo De La Residencia, Nº 4;Villarcayo de Merindad de Castilla la Vieja;09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;42.9443531, -3.5682074;
Burgos;LERMA;;15-8h laborables y 8-8 h SDF;170216;Lerma;Centro Salud Lerma;C/ Subida San Miguel, S/N;Lerma;09340;Lerma;Burgos;42.0240812, -3.7541786;
Burgos;ROA DE DUERO;;15-8h laborables y 8-8 h SDF;170225;Roa De Duero;Centro Salud Roa De Duero;Ctra. Mambrilla, S/N;Roa;09300;Roa;Burgos;41.6961308, -3.9327775;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170212;Gamonal I - Antigua;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;VALLE DE TOBALINA;;15-8h laborables y 8-8 h SDF;170231;Valle de Tobalina;Centro Salud Quintana Martín Galindez;Carretera Miranda, Nº 67;Quintana Martín Galindez;09210;Valle de Tobalina;Burgos;42.7921481, -3.2672079;
Burgos;BRIVIESCA;;15-8h laborables y 8-8 h SDF;170205;Briviesca;Centro Salud Briviesca;C/ Santa Ana Al Rio, Nº 36;Briviesca;09240;Briviesca;Burgos;42.551441, -3.3220697;
Burgos;SALAS DE LOS INFANTES;;15-8h laborables y 8-8 h SDF;170226;Salas De Los Infantes;Centro Salud Salas De Los Infantes;C/ Parque Lara, S/N;Salas De Los Infantes;09600;Salas de los Infantes;Burgos;42.01796760000001, -3.2868196;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170214;Gamonal Ii - Garcia Lorca;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170218;Cubos Los;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;ARANDA;;15-8h laborables y 8-8 h SDF;170201;Aranda Norte;Centro Salud Aranda Sur;C/ Burgo De Osma, Nº 53;Aranda De Duero;09400;Aranda de Duero;Burgos;41.666311, -3.6876176;
Burgos;ARANDA;;15-8h laborables y 8-8 h SDF;170203;Aranda Sur;Centro Salud Aranda Sur;C/ Burgo De Osma, Nº 53;Aranda De Duero;09400;Aranda de Duero;Burgos;41.666311, -3.6876176;
Burgos;CONDADO DE TREVIÑO;;15-8h laborables y 8-8 h SDF;170210;Condado De Treviño;Centro Salud Condado De Treviño;C/ Salceda, S/N;Condado De Treviño;09215;Condado de Treviño;Burgos;42.7330636, -2.7514823;
Burgos;HUERTA DEL REY;;15-8h laborables y 8-8 h SDF;170215;Huerta Del Rey;Centro Salud Huerta De Rey;C/ Caridad Nº 33;Huerta De Rey;09430;Huerta de Rey;Burgos;41.8395765, -3.3488445;
Burgos;MIRANDA;;15-8h laborables y 8-8 h SDF;170222;Miranda Oeste;Centro Salud Miranda Este;C/Ciudad De Vierzón, Nº 11;Miranda De Ebro;09200;Miranda de Ebro;Burgos;42.6839565, -2.9416152;
Burgos;QUINTANAR DE LA SIERRA;;15-8h laborables y 8-8 h SDF;170224;Quintanar De La Sierra;Centro Salud Quintanar De La Sierra;C/ De La Iglesia, Nº 25;Quintanar De La Sierra;09670;Quintanar de la Sierra;Burgos;41.9790395, -3.0418546;
Burgos;INTEGRADO BURGOS;;15-8h laborables y 8-8 h SDF;170227;San Agustin;Antiguo Hospital Divino Valles;Avenida Islas Baleares, 1. C.P.: 09006 Burgos.;Burgos;09006;Burgos;Burgos;42.359995, -3.6916425;
Burgos;VILLADIEGO;;15-8h laborables y 8-8 h SDF;170233;Villadiego;Centro Salud Villadiego;C/ Reyes Católicos, S/N;Villadiego;09120;Villadiego;Burgos;42.5142069, -4.010227400000001;
Burgos;;OÑA;15-8h laborables y 8-8 h SDF;170205;Briviesca;CONSULTORIO DE ATENCION PRIMARIA DE OÑA;CL. DEL AGUA 27;OÑA;09530;OÑA;BURGOS;42.7340339, -3.4158286;
Burgos;;PRADOLUENGO;15-22h laborables y 8-22 h SDF;170204;Belorado;CONSULTORIO DE ATENCION PRIMARIA DE PRADOLUENGO;PZ. CLEMENTE ZALDO 15;PRADOLUENGO;09260;PRADOLUENGO;BURGOS;42.3234717, -3.1999424;
El Bierzo;PONFERRADA;;15-8h laborables y 8-8 h SDF;170405;Ponferrada II;Centro Salud Ponferrada II;C/ Vía Pico Tuerto, S/N;Ponferrada;24400;Ponferrada;León;42.5525343, -6.599228099999999;
El Bierzo;CACABELOS;;15-8h laborables y 8-8 h SDF;170402;Cacabelos;Centro Salud Cacabelos;C/ Ángel González , Nº 5;Cacabelos;24540;Cacabelos;León;42.5989143, -6.724543;
El Bierzo;PONFERRADA;;15-8h laborables y 8-8 h SDF;170404;Ponferrada I;Centro Salud Ponferrada II;C/ Vía Pico Tuerto, S/N;Ponferrada;24400;Ponferrada;León;42.5525343, -6.599228099999999;
El Bierzo;PONFERRADA;;15-8h laborables y 8-8 h SDF;170406;Ponferrada III;Centro Salud Ponferrada II;C/ Vía Pico Tuerto, S/N;Ponferrada;24400;Ponferrada;León;42.5525343, -6.599228099999999;
El Bierzo;PUENTE DE DOMINGO FLOREZ;;15-8h laborables y 8-8 h SDF;170407;Puente de Domingo Florez;Centro Salud Puente De Domingo Flórez;C/ Epifamio Campo, Sn;Puente De Domingo Flórez;24380;Puente de Domingo Flórez;León;42.4111748, -6.820192500000001;
El Bierzo;PONFERRADA;;15-8h laborables y 8-8 h SDF;170411;Ponferrada IV;Centro Salud Ponferrada II;C/ Vía Pico Tuerto, S/N;Ponferrada;24400;Ponferrada;León;42.5525343, -6.599228099999999;
El Bierzo;BEMBIBRE;;15-8h laborables y 8-8 h SDF;170401;Bembibre;Centro Salud Bembibre;C/ Carvajal, S/N;Bembibre;24300;Bembibre;León;42.6189139, -6.4178526;
El Bierzo;FABERO;;15-8h laborables y 8-8 h SDF;170403;Fabero;Centro Salud Fabero;Plaza De La Cortina, S/N;Fabero;24420;Fabero;León;42.7682766, -6.627741899999999;
El Bierzo;TORENO;;15-8h laborables y 8-8 h SDF;170408;Toreno;Centro Salud Toreno;C/ Instituto, S/N;Toreno;24450;Toreno;León;42.6955316, -6.5155878;
El Bierzo;VILLAFRANCA DEL BIERZO;;15-8h laborables y 8-8 h SDF;170410;Villafranca del Bierzo;Centro Salud Villafranca del Bierzo;Avda. Diaz Ovelar, S/N;Villafranca del Bierzo;24500;Villafranca del Bierzo;León;42.6102166, -6.806892200000001;
El Bierzo;VILLABLINO;;15-8h laborables y 8-8 h SDF;170409;Villablino;Centro Salud Villablino;Avda. De Asturias, S/N;Villablino;24100;Villablino;León;42.9430977, -6.3312803;
León;;LA ROBLA;15-8h laborables y 8-8 h SDF;170307;Cuenca del Bernesga;CONSULTORIO DE ATENCION PRIMARIA Y PUNTO DE ATENCION CONTINUADA LA ROBLA;CL. SAN JOSE DE CALASANZ 9;ROBLA (LA);24640;ROBLA (LA);LEON;42.803034, -5.631193;
León;ASTORGA I Y II;;15-8h laborables y 8-8 h SDF;170303;Astorga II;Centro Salud Astorga I;C/ Alcalde Carro Verdejo, Nº 11;Astorga;24701;Astorga;León;42.4595138, -6.0564892;
León;JOSE AGUADO;;15-8h laborables y 8-8 h SDF;170317;León VI - Jose Aguado II;Centro Salud José Aguado - León V;Avda. José Aguado, S/N;León;24005;León;León;42.5887106, -5.5648219;
León;RIBERA DEL ORBIGO;;15-8h laborables y 8-8 h SDF;170322;Ribera del Orbigo;Centro Salud Benavides De Orbigo;C/ Conde Luna, S/N;Benavides de Orbigo;24280;Benavides;León;42.503527, -5.893471;
León;ARMUNIA;;15-23h laborables y 8-23 h SDF PRESENCIAL y 23-8h LOCALIZADA;170301;Armunia;Centro Salud Armunia;C/ San Juan Bosco, S/N;Armunia;24190;Armunia;León;42.58077110000001, -5.5863856;
León;RIBERA DEL ESLA;;15-8h laborables y 8-8 h SDF;170321;Ribera del Esla;Centro Salud Ribera Del Esla;Cº Del Camping, S/N;Gradefes;24160;Gradefes;León;42.6241582, -5.2250771;
León;VALDERAS;;15-8h laborables y 8-8 h SDF;170326;Valderas;Centro Salud Valderas;Ctra. Benavente, S/N;Valderas;24220;Valderas;León;42.0759722, -5.4456169;
León;ERAS DE RENUEVA;;15-8h laborables y 8-8 h SDF;170314;León III;Centro Salud Eras De Renueva;C/ Abad Viñayo, S/N;León;24008;León;León;42.6060199, -5.584262499999999;
León;JOSE AGUADO;;15-8h laborables y 8-8 h SDF;170316;León V-José Aguado I;Centro Salud José Aguado - León V;Avda. José Aguado, S/N;León;24005;León;León;42.5887106, -5.5648219;
León;RIAÑO;;15-8h laborables y 8-8 h SDF;170320;Riaño;Centro Salud Riaño;C/ Solasierra, S/N;Riaño;24900;Riaño;León;42.9749454, -5.0005365;
León;SAHAGUN DE CAMPOS;;15-8h laborables y 8-8 h SDF;170323;Sahagun de Campos;Centro Salud Sahagún;C/ Constitución, S/N;Sahagún;24320;Sahagún;León;42.37216859999999, -5.0316766;
León;TROBAJO;;15-8h laborables y 8-8 h SDF;170324;San Andres Rabanedo;Centro Salud Trobajo del Camino;C/ Buenaventura Durruti, Nº 1;Trobajo del Camino;24010;San Andrés del Rabanedo;León;42.5969692, -5.6115027;
León;ERAS DE RENUEVA;;15-8h laborables y 8-8 h SDF;170315;León IV;Centro Salud Eras De Renueva;C/ Abad Viñayo, S/N;León;24008;León;León;42.6060199, -5.584262499999999;
León;SANTA MARIA DEL PARAMO;;15-8h laborables y 8-8 h SDF;170325;Santa Maria del Paramo;Centro Salud Santa María del Paramo;C/ Prado De Arriba, S/N;Santa María del Páramo;24240;Santa María del Páramo;León;42.35618059999999, -5.7510181;
León;CABRERA LA;;15-8h laborables y 8-8 h SDF;170310;Cabrera La;Centro Salud La Cabrera;C/ Piornal, S/N;Truchas;24740;Truchas;León;42.2612133, -6.4320989;
León;ERAS DE RENUEVA;;15-8h laborables y 8-8 h SDF;170312;León I - Eras de Renueva;Centro Salud Antonio Gutierrez Gonzalez;C/ Abad Viñayo, S/N;León;24008;León;León;42.6060199, -5.584262499999999;
León;MAGDALENA LA;;15-8h laborables y 8-8 h SDF;170311;Magdalena La;Centro Salud La Magdalena;Avda. Magdalena, Nº 4;La Magdalena;24120;Soto y Amío;León;42.7819295, -5.8040815;
León;VALENCIA DE DON JUAN;;15-8h laborables y 8-8 h SDF;170327;Valencia de Don Juan;Centro Salud Valencia de Don Juan;Plaza De San Andrés, S/N;Valencia de Don Juan;24200;Valencia de Don Juan;León;42.2942079, -5.5125667;
León;ASTORGA I Y II;;15-8h laborables y 8-8 h SDF;170302;Astorga I;Centro Salud Astorga I;C/ Alcalde Carro Verdejo, Nº 11;Astorga;24700;Astorga;León;42.4595138, -6.0564892;
